실거래일자,거래유형,상세내용,종목명,수량,단가,거래금액,정산금액,잔고,예수금잔액,수수료,세금,거래일자
2025.05.05,입금,이체입금,,0,0,940000,940000,0,940000,0,0,2025.05.07
2025.05.05,입금,이체입금,,0,0,60000,60000,0,1000000,0,0,2025.05.07
2025.05.07,매도,외화증권매도,인베스코 QQQ 트러스트 시리즈1 ETF,1,484,484,484,-1,0,0,0,2025.05.07
2025.05.07,매도,외화증권매도,인베스코 QQQ 트러스트 시리즈1 ETF,1,484,484,484,-2,0,0,0,2025.05.07
2025.05.07,매도,외화증권매도,인베스코 QQQ 트러스트 시리즈1 ETF,1,484,484,484,-3,0,0,0,2025.05.07
2025.05.07,매도,외화증권매도,인베스코 QQQ 트러스트 시리즈1 ETF,2,484,969,969,-5,0,0,0,2025.05.07
2025.05.07,매수,외화증권매수,인베스코 QQQ 트러스트 시리즈1 ETF,1,484,484,484,-4,0,0,0,2025.05.07
2025.05.07,매수,외화증권매수,인베스코 QQQ 트러스트 시리즈1 ETF,1,484,484,484,-3,0,0,0,2025.05.07
2025.05.07,매수,외화증권매수,인베스코 QQQ 트러스트 시리즈1 ETF,1,484,484,484,-2,0,0,0,2025.05.07
2025.05.07,매수,외화증권매수,인베스코 QQQ 트러스트 시리즈1 ETF,1,484,484,484,-1,0,0,0,2025.05.07
2025.05.07,매수,외화증권매수,인베스코 QQQ 트러스트 시리즈1 ETF,1,484,484,484,0,0,0,0,2025.05.07
2025.05.07,입금,쿠폰이벤트 지원금(외화),,0,0,30,30,0,0,0,0,2025.05.07
2025.05.07,입금,쿠폰이벤트 지원금(원화),,0,0,10000,10000,0,1010000,0,0,2025.05.07
2025.05.08,입고,타사대체입고,스포티파이 테크놀러지,4,585,0,0,4,1010000,0,0,2025.05.08
2025.05.08,입고,타사대체입고,아처 에비에이션,150,8,0,0,150,1010000,0,0,2025.05.08
2025.05.08,입고,타사대체입고,디파이언스 양자컴퓨터 ETF,25,73,0,0,25,1010000,0,0,2025.05.08
2025.05.08,입고,타사대체입고,일라이 릴리,5,850,0,0,5,1010000,0,0,2025.05.08
2025.05.08,입고,타사대체입고,엔비디아,65,125,0,0,65,1010000,0,0,2025.05.08
2025.05.08,입고,타사대체입고,팔란티어 테크놀로지스,10,104,0,0,10,1010000,0,0,2025.05.08
2025.05.08,입고,타사대체입고,템퍼스 AI,20,54,0,0,20,1010000,0,0,2025.05.08
2025.05.08,입고,타사대체입고,테슬라,20,269,0,0,20,1010000,0,0,2025.05.08
2025.05.08,매수,외화증권매수,아처 에비에이션,5,8,42,42,155,0,0,0,2025.05.08
2025.05.08,매수,외화증권매수,팔란티어 테크놀로지스,1,114,114,114,11,0,0,0,2025.05.08
2025.05.08,매수,외화증권매수,팔란티어 테크놀로지스,4,114,458,458,15,0,0,0,2025.05.08
2025.05.08,환전,통합증거금결제금생성(외화),,0,0,818127,585,0,191873,0,0,2025.05.08
2025.05.08,입금,이체입금,,0,0,3000000,3000000,0,3191873,0,0,2025.05.08
2025.05.09,입고,타사대체입고,스포티파이 테크놀러지,1,637,0,0,5,3191873,0,0,2025.05.09
2025.05.09,입고,타사대체입고,아처 에비에이션,260,8,0,0,415,3191873,0,0,2025.05.09
2025.05.09,입고,타사대체입고,팔란티어 테크놀로지스,25,108,0,0,40,3191873,0,0,2025.05.09
2025.05.09,입고,타사대체입고,템퍼스 AI,50,52,0,0,70,3191873,0,0,2025.05.09
2025.05.09,입고,타사대체입고,테슬라,5,276,0,0,25,3191873,0,0,2025.05.09
2025.05.09,매수,외화증권매수,아처 에비에이션,4,8,34,34,419,0,0,0,2025.05.09
2025.05.09,매수,외화증권매수,SPDR S&P500 포트폴리오 ETF,1,66,66,66,1,0,0,0,2025.05.09
2025.05.09,환전,통합증거금결제금생성(외화),,0,0,141713,100,0,3050160,0,0,2025.05.09
2025.05.09,입금,이체입금,,0,0,2000000,2000000,0,5050160,0,0,2025.05.09
2025.05.09,환전,외화매수,,0,0,999999,709,0,4050161,0,0,2025.05.09
2025.05.12,매도,외화증권매도,알파벳 Class A,23,154,3562,3562,-23,0,0,0,2025.05.12
2025.05.12,매도,외화증권매도,일라이 릴리,5,763,3818,3818,0,0,0,0,2025.05.12
2025.05.12,매도,외화증권매도,프로셰어즈 QQQ -3배 ETF,42,28,1180,1180,-42,0,0,0,2025.05.12
2025.05.12,매도,외화증권매도,프로셰어즈 QQQ -3배 ETF,85,28,2384,2384,-127,0,0,0,2025.05.12
2025.05.12,매도,외화증권매도,프로셰어즈 QQQ 3배 ETF,59,60,3554,3554,-59,0,0,0,2025.05.12
2025.05.12,매도,외화증권매도,SPDR S&P500 포트폴리오 ETF,1,66,66,66,0,0,0,0,2025.05.12
2025.05.12,매수,외화증권매수,알파벳 Class A,1,153,153,153,-22,0,0,0,2025.05.12
2025.05.12,매수,외화증권매수,알파벳 Class A,2,154,309,309,-20,0,0,0,2025.05.12
2025.05.12,매수,외화증권매수,알파벳 Class A,5,154,772,772,-15,0,0,0,2025.05.12
2025.05.12,매수,외화증권매수,알파벳 Class A,5,154,772,772,-10,0,0,0,2025.05.12
2025.05.12,매수,외화증권매수,알파벳 Class A,10,153,1535,1535,0,0,0,0,2025.05.12
2025.05.12,매수,외화증권매수,아처 에비에이션,95,8,820,820,514,0,0,0,2025.05.12
2025.05.12,매수,외화증권매수,디파이언스 양자컴퓨터 ETF,20,78,1575,1575,45,0,0,0,2025.05.12
2025.05.12,매수,외화증권매수,마이크로소프트,8,442,3541,3541,8,0,0,0,2025.05.12
2025.05.12,매수,외화증권매수,프로셰어즈 QQQ -3배 ETF,127,28,3582,3582,0,0,0,0,2025.05.12
2025.05.12,매수,외화증권매수,프로셰어즈 QQQ 3배 ETF,59,60,3553,3553,0,0,0,0,2025.05.12
2025.05.12,환전,통합증거금결제금생성(외화),,0,0,1867829,1339,0,2182332,0,0,2025.05.12
2025.05.12,입금,쿠폰이벤트 지원금(원화),,0,0,10000,10000,0,2192332,0,0,2025.05.12
2025.05.12,입금,쿠폰이벤트 지원금(원화),,0,0,20000,20000,0,2212332,0,0,2025.05.12
2025.05.13,매도,외화증권매도,아처 에비에이션,114,8,1011,1011,400,0,0,0,2025.05.13
2025.05.13,매도,외화증권매도,팔란티어 테크놀로지스,5,117,589,589,35,0,0,0,2025.05.13
2025.05.13,매도,외화증권매도,템퍼스 AI,20,64,1280,1280,50,0,0,0,2025.05.13
2025.05.13,매수,외화증권매수,스포티파이 테크놀러지,1,659,659,659,6,0,0,0,2025.05.13
2025.05.13,매수,외화증권매수,리게티 컴퓨팅,340,10,3532,3532,340,0,0,0,2025.05.13
2025.05.13,환전,통합증거금결제금생성(외화),,0,0,1854580,1310,0,357752,0,0,2025.05.13
2025.05.14,매도,외화증권매도,스포티파이 테크놀러지,6,642,3852,3852,0,0,0,0,2025.05.14
2025.05.14,매도,외화증권매도,디렉시온 반도체 3배 ETF,115,16,1916,1916,-115,0,0,0,2025.05.14
2025.05.14,매도,외화증권매도,디렉시온 반도체 3배 ETF,115,16,1934,1934,-230,0,0,0,2025.05.14
2025.05.14,매도,외화증권매도,메타,6,628,3771,3771,-6,0,0,0,2025.05.14
2025.05.14,매도,외화증권매도,마이크로소프트,3,447,1341,1341,5,0,0,0,2025.05.14
2025.05.14,매도,외화증권매도,마이크로소프트,5,447,2235,2235,0,0,0,0,2025.05.14
2025.05.14,매도,외화증권매도,엔비디아,5,121,608,608,60,0,0,0,2025.05.14
2025.05.14,매도,외화증권매도,팔란티어 테크놀로지스,5,117,587,587,30,0,0,0,2025.05.14
2025.05.14,매도,외화증권매도,프로셰어즈 QQQ -1배 ETF,15,37,556,556,-15,0,0,0,2025.05.14
2025.05.14,매도,외화증권매도,프로셰어즈 QQQ -1배 ETF,80,37,2964,2964,-95,0,0,0,2025.05.14
2025.05.14,매도,외화증권매도,리게티 컴퓨팅,340,11,3849,3849,0,0,0,0,2025.05.14
2025.05.14,매도,외화증권매도,테슬라,5,315,1578,1578,20,0,0,0,2025.05.14
2025.05.14,매수,외화증권매수,스포티파이 테크놀러지,1,621,621,621,1,0,0,0,2025.05.14
2025.05.14,매수,외화증권매수,스포티파이 테크놀러지,5,622,3110,3110,6,0,0,0,2025.05.14
2025.05.14,매수,외화증권매수,알리바바 그룹 홀딩 ADR,22,133,2927,2927,22,0,0,0,2025.05.14
2025.05.14,매수,외화증권매수,디렉시온 반도체 3배 ETF,230,16,3749,3749,0,0,0,0,2025.05.14
2025.05.14,매수,외화증권매수,메타,6,629,3777,3777,0,0,0,0,2025.05.14
2025.05.14,매수,외화증권매수,일라이 릴리,5,723,3615,3615,5,0,0,0,2025.05.14
2025.05.14,매수,외화증권매수,프로셰어즈 QQQ -1배 ETF,95,37,3517,3517,0,0,0,0,2025.05.14
2025.05.14,매수,외화증권매수,리게티 컴퓨팅,150,11,1747,1747,150,0,0,0,2025.05.14
2025.05.14,매수,외화증권매수,리게티 컴퓨팅,160,11,1808,1808,310,0,0,0,2025.05.14
2025.05.14,매수,외화증권매수,템퍼스 AI,7,63,447,447,57,0,0,0,2025.05.14
2025.05.14,환전,통합증거금결제금생성(외화),,0,0,178557,126,0,179195,0,0,2025.05.14
2025.05.14,입금,쿠폰이벤트 지원금(원화),,0,0,20000,20000,0,199195,0,0,2025.05.14
2025.05.14,입금,이체입금,,0,0,396500,396500,0,595695,0,0,2025.05.14
2025.05.15,매도,외화증권매도,알리바바 그룹 홀딩 ADR,22,130,2875,2875,0,0,0,0,2025.05.15
2025.05.15,매도,외화증권매도,디파이언스 양자컴퓨터 ETF,45,83,3743,3743,0,0,0,0,2025.05.15
2025.05.15,매도,외화증권매도,리게티 컴퓨팅,155,10,1582,1582,155,0,0,0,2025.05.15
2025.05.15,매도,외화증권매도,리게티 컴퓨팅,155,10,1604,1604,0,0,0,0,2025.05.15
2025.05.15,매수,외화증권매수,아처 에비에이션,5,9,46,46,405,0,0,0,2025.05.15
2025.05.15,매수,외화증권매수,아처 에비에이션,70,10,746,746,475,0,0,0,2025.05.15
2025.05.15,매수,외화증권매수,아처 에비에이션,70,10,752,752,545,0,0,0,2025.05.15
2025.05.15,매수,외화증권매수,엔비디아,10,126,1263,1263,70,0,0,0,2025.05.15
2025.05.15,매수,외화증권매수,팔란티어 테크놀로지스,12,122,1465,1465,42,0,0,0,2025.05.15
2025.05.15,매수,외화증권매수,팔란티어 테크놀로지스,18,121,2188,2188,60,0,0,0,2025.05.15
2025.05.15,매수,외화증권매수,템퍼스 AI,1,63,63,63,58,0,0,0,2025.05.15
2025.05.15,매수,외화증권매수,템퍼스 AI,10,70,703,703,68,0,0,0,2025.05.15
2025.05.15,매수,외화증권매수,템퍼스 AI,13,69,900,900,81,0,0,0,2025.05.15
2025.05.15,매수,외화증권매수,테슬라,2,318,636,636,22,0,0,0,2025.05.15
2025.05.15,매수,외화증권매수,테슬라,3,318,956,956,25,0,0,0,2025.05.15
2025.05.16,매도,외화증권매도,아처 에비에이션,10,11,113,113,535,0,0,0,2025.05.16
2025.05.16,매도,외화증권매도,아처 에비에이션,100,11,1136,1136,435,0,0,0,2025.05.16
2025.05.16,매도,외화증권매도,일라이 릴리,5,717,3588,3588,0,0,0,0,2025.05.16
2025.05.16,매도,외화증권매도,엔비디아,5,134,672,672,65,0,0,0,2025.05.16
2025.05.16,매도,외화증권매도,팔란티어 테크놀로지스,5,129,646,646,55,0,0,0,2025.05.16
2025.05.16,매도,외화증권매도,슈왑 미국 배당주 ETF,165,26,4293,4293,-165,0,0,0,2025.05.16
2025.05.16,매도,외화증권매도,테슬라,5,348,1741,1741,20,0,0,0,2025.05.16
2025.05.16,매수,외화증권매수,아처 에비에이션,15,11,165,165,450,0,0,0,2025.05.16
2025.05.16,매수,외화증권매수,슈왑 미국 배당주 ETF,25,26,652,652,-140,0,0,0,2025.05.16
2025.05.16,매수,외화증권매수,슈왑 미국 배당주 ETF,140,26,3655,3655,0,0,0,0,2025.05.16
2025.05.16,매수,외화증권매수,템퍼스 AI,3,66,198,198,84,0,0,0,2025.05.16
2025.05.16,매수,외화증권매수,템퍼스 AI,4,70,283,283,88,0,0,0,2025.05.16
2025.05.16,매수,외화증권매수,템퍼스 AI,5,66,331,331,93,0,0,0,2025.05.16
2025.05.19,매도,외화증권매도,유나이티드헬스 그룹,1,257,257,257,-1,0,0,0,2025.05.19
2025.05.19,매수,외화증권매수,팔란티어 테크놀로지스,5,128,642,642,60,0,0,0,2025.05.19
2025.05.19,매수,외화증권매수,팔란티어 테크놀로지스,10,129,1293,1293,70,0,0,0,2025.05.19
2025.05.19,매수,외화증권매수,팔란티어 테크놀로지스,15,128,1931,1931,85,0,0,0,2025.05.19
2025.05.19,매수,외화증권매수,테슬라,2,340,681,681,22,0,0,0,2025.05.19
2025.05.19,매수,외화증권매수,유나이티드헬스 그룹,1,259,259,259,0,0,0,0,2025.05.19
2025.05.20,매도,외화증권매도,아처 에비에이션,50,13,664,664,400,0,0,0,2025.05.20
2025.05.20,매도,외화증권매도,아처 에비에이션,50,13,671,671,350,0,0,0,2025.05.20
2025.05.20,매도,외화증권매도,아이온큐,20,33,677,677,-20,0,0,0,2025.05.20
2025.05.20,매도,외화증권매도,엔비디아,5,134,674,674,60,0,0,0,2025.05.20
2025.05.20,매도,외화증권매도,엔비디아,10,134,1342,1342,50,0,0,0,2025.05.20
2025.05.20,매도,외화증권매도,팔란티어 테크놀로지스,5,127,638,638,80,0,0,0,2025.05.20
2025.05.20,매도,외화증권매도,팔란티어 테크놀로지스,5,127,639,639,75,0,0,0,2025.05.20
2025.05.20,매도,외화증권매도,팔란티어 테크놀로지스,5,128,643,643,70,0,0,0,2025.05.20
2025.05.20,매도,외화증권매도,팔란티어 테크놀로지스,10,127,1273,1273,60,0,0,0,2025.05.20
2025.05.20,매도,외화증권매도,팔란티어 테크놀로지스,10,127,1275,1275,50,0,0,0,2025.05.20
2025.05.20,매도,외화증권매도,팔란티어 테크놀로지스,10,128,1282,1282,40,0,0,0,2025.05.20
2025.05.20,매도,외화증권매도,리커젼 파마슈티컬스,300,4,1335,1335,-300,0,0,0,2025.05.20
2025.05.20,매도,외화증권매도,템퍼스 AI,3,62,186,186,90,0,0,0,2025.05.20
2025.05.20,매도,외화증권매도,테슬라,2,345,690,690,20,0,0,0,2025.05.20
2025.05.20,매수,외화증권매수,버크셔 해서웨이 Class B,1,512,512,512,1,0,0,0,2025.05.20
2025.05.20,매수,외화증권매수,버크셔 해서웨이 Class B,1,513,513,513,2,0,0,0,2025.05.20
2025.05.20,매수,외화증권매수,버크셔 해서웨이 Class B,13,514,6683,6683,15,0,0,0,2025.05.20
2025.05.20,매수,외화증권매수,아이온큐,20,33,679,679,0,0,0,0,2025.05.20
2025.05.20,매수,외화증권매수,멧세라,30,27,816,816,30,0,0,0,2025.05.20
2025.05.20,매수,외화증권매수,멧세라,50,26,1320,1320,80,0,0,0,2025.05.20
2025.05.20,매수,외화증권매수,멧세라,50,27,1365,1365,130,0,0,0,2025.05.20
2025.05.20,매수,외화증권매수,팔란티어 테크놀로지스,10,127,1272,1272,50,0,0,0,2025.05.20
2025.05.20,매수,외화증권매수,리커젼 파마슈티컬스,300,4,1344,1344,0,0,0,0,2025.05.20
2025.05.20,환전,통합증거금결제금생성(외화),,0,0,102213,73,0,493482,0,0,2025.05.20
2025.05.21,매도,외화증권매도,버크셔 해서웨이 Class B,1,510,510,510,14,0,0,0,2025.05.21
2025.05.21,매도,외화증권매도,버크셔 해서웨이 Class B,4,510,2043,2043,10,0,0,0,2025.05.21
2025.05.21,매도,외화증권매도,버크셔 해서웨이 Class B,5,510,2554,2554,5,0,0,0,2025.05.21
2025.05.21,매도,외화증권매도,버크셔 해서웨이 Class B,5,512,2561,2561,0,0,0,0,2025.05.21
2025.05.21,매수,외화증권매수,아처 에비에이션,30,12,369,369,380,0,0,0,2025.05.21
2025.05.21,매수,외화증권매수,엔비디아,5,130,650,650,55,0,0,0,2025.05.21
2025.05.21,매수,외화증권매수,팔란티어 테크놀로지스,4,122,491,491,54,0,0,0,2025.05.21
2025.05.21,매수,외화증권매수,팔란티어 테크놀로지스,5,122,613,613,59,0,0,0,2025.05.21
2025.05.21,매수,외화증권매수,테슬라,2,332,665,665,22,0,0,0,2025.05.21
2025.05.21,매수,외화증권매수,유나이티드헬스 그룹,2,303,607,607,2,0,0,0,2025.05.21
2025.05.21,매수,외화증권매수,유나이티드헬스 그룹,6,306,1837,1837,8,0,0,0,2025.05.21
2025.05.21,매수,외화증권매수,유나이티드헬스 그룹,9,305,2751,2751,17,0,0,0,2025.05.21
2025.05.21,입금,이체입금,,0,0,300000,300000,0,793482,0,0,2025.05.21
2025.05.21,출금,오픈뱅킹출금이체,,0,0,300000,300000,0,493482,0,0,2025.05.21
2025.05.21,환전,통합증거금결제금생성(외화),,0,0,442251,318,0,51231,0,0,2025.05.21
2025.05.22,매도,외화증권매도,멧세라,10,28,289,289,120,0,0,0,2025.05.22
2025.05.22,매도,외화증권매도,팔란티어 테크놀로지스,9,126,1138,1138,50,0,0,0,2025.05.22
2025.05.22,매도,외화증권매도,테슬라,2,350,700,700,20,0,0,0,2025.05.22
2025.05.22,매도,외화증권매도,유나이티드헬스 그룹,5,322,1613,1613,12,0,0,0,2025.05.22
2025.05.22,매수,외화증권매수,알리바바 그룹 홀딩 ADR,3,124,374,374,3,0,0,0,2025.05.22
2025.05.22,매수,외화증권매수,알리바바 그룹 홀딩 ADR,5,124,623,623,8,0,0,0,2025.05.22
2025.05.22,매수,외화증권매수,알리바바 그룹 홀딩 ADR,9,124,1123,1123,17,0,0,0,2025.05.22
2025.05.22,매수,외화증권매수,알리바바 그룹 홀딩 ADR,13,124,1621,1621,30,0,0,0,2025.05.22
2025.05.22,환전,통합증거금결제금생성(외화),,0,0,302,0,0,50929,0,0,2025.05.22
2025.05.23,매도,외화증권매도,아이셰어즈 0-3개월 미국 국채 ETF,6,100,603,603,-6,0,0,0,2025.05.23
2025.05.23,매도,외화증권매도,유나이티드헬스 그룹,2,305,610,610,10,0,0,0,2025.05.23
2025.05.23,매도,외화증권매도,유나이티드헬스 그룹,12,307,3687,3687,-2,0,0,0,2025.05.23
2025.05.23,매수,외화증권매수,알파벳 Class A,21,172,3614,3614,21,0,0,0,2025.05.23
2025.05.23,매수,외화증권매수,아이셰어즈 0-3개월 미국 국채 ETF,6,100,603,603,0,0,0,0,2025.05.23
2025.05.23,매수,외화증권매수,유나이티드헬스 그룹,2,305,611,611,0,0,0,0,2025.05.23
2025.05.26,매도,외화증권매도,알파벳 Class A,21,172,3621,3621,0,0,0,0,2025.05.26
2025.05.26,매도,외화증권매도,아처 에비에이션,20,10,214,214,360,0,0,0,2025.05.26
2025.05.26,매도,외화증권매도,아처 에비에이션,30,10,321,321,330,0,0,0,2025.05.26
2025.05.26,매도,외화증권매도,아처 에비에이션,30,10,321,321,300,0,0,0,2025.05.26
2025.05.26,매도,외화증권매도,멧세라,20,28,573,573,100,0,0,0,2025.05.26
2025.05.26,매도,외화증권매도,템퍼스 AI,5,60,303,303,85,0,0,0,2025.05.26
2025.05.26,매도,외화증권매도,템퍼스 AI,5,60,303,303,80,0,0,0,2025.05.26
2025.05.26,매도,외화증권매도,템퍼스 AI,10,60,604,604,70,0,0,0,2025.05.26
2025.05.26,매도,외화증권매도,템퍼스 AI,20,60,1212,1212,50,0,0,0,2025.05.26
2025.05.26,매수,외화증권매수,메타,6,638,3828,3828,6,0,0,0,2025.05.26
2025.05.26,매수,외화증권매수,마이크로소프트,1,455,455,455,1,0,0,0,2025.05.26
2025.05.26,매수,외화증권매수,마이크로소프트,1,455,455,455,2,0,0,0,2025.05.26
2025.05.26,매수,외화증권매수,마이크로소프트,1,455,455,455,3,0,0,0,2025.05.26
2025.05.26,매수,외화증권매수,마이크로소프트,1,455,455,455,4,0,0,0,2025.05.26
2025.05.26,매수,외화증권매수,마이크로소프트,4,455,1821,1821,8,0,0,0,2025.05.26
2025.05.26,입금,이체입금,,0,0,200000,200000,0,250929,0,0,2025.05.26
2025.05.27,출금,이체출금,,0,0,200000,200000,0,50929,0,0,2025.05.27
2025.05.27,출금,이체출금,,0,0,50000,50000,0,929,0,0,2025.05.27
2025.05.28,매도,외화증권매도,코어위브,7,104,728,728,-7,0,0,0,2025.05.28
2025.05.28,매도,외화증권매도,코어위브,36,97,3513,3513,-43,0,0,0,2025.05.28
2025.05.28,매도,외화증권매도,멧세라,100,27,2773,2773,0,0,0,0,2025.05.28
2025.05.28,매도,외화증권매도,마이크로소프트,8,454,3632,3632,0,0,0,0,2025.05.28
2025.05.28,매도,외화증권매도,프로셰어즈 QQQ -3배 ETF,84,24,2092,2092,-84,0,0,0,2025.05.28
2025.05.28,매도,외화증권매도,프로셰어즈 QQQ -3배 ETF,160,24,3985,3985,-244,0,0,0,2025.05.28
2025.05.28,매도,외화증권매도,리게티 컴퓨팅,219,14,3134,3134,-219,0,0,0,2025.05.28
2025.05.28,매수,외화증권매수,알리바바 그룹 홀딩 ADR,5,120,603,603,35,0,0,0,2025.05.28
2025.05.28,매수,외화증권매수,코어위브,15,104,1564,1564,-28,0,0,0,2025.05.28
2025.05.28,매수,외화증권매수,코어위브,17,103,1764,1764,-11,0,0,0,2025.05.28
2025.05.28,매수,외화증권매수,코어위브,19,103,1972,1972,8,0,0,0,2025.05.28
2025.05.28,매수,외화증권매수,코어위브,20,103,2068,2068,28,0,0,0,2025.05.28
2025.05.28,매수,외화증권매수,프로셰어즈 QQQ -3배 ETF,114,25,2931,2931,-130,0,0,0,2025.05.28
2025.05.28,매수,외화증권매수,프로셰어즈 QQQ -3배 ETF,130,25,3345,3345,0,0,0,0,2025.05.28
2025.05.28,매수,외화증권매수,리게티 컴퓨팅,50,14,727,727,-169,0,0,0,2025.05.28
2025.05.28,매수,외화증권매수,리게티 컴퓨팅,169,14,2453,2453,0,0,0,0,2025.05.28
2025.05.28,입금,이체입금,,0,0,6000000,6000000,0,6000929,0,0,2025.05.28
2025.05.28,출금,은행이체출금,,0,0,6000000,6000000,0,929,0,0,2025.05.28
2025.05.29,매수,외화증권매수,카메코,40,61,2440,2440,40,0,0,0,2025.05.29
2025.05.30,매도,외화증권매도,카메코,40,61,2442,2442,0,0,0,0,2025.05.30
2025.05.30,매도,외화증권매도,스포티파이 테크놀러지,1,658,658,658,5,0,0,0,2025.05.30
2025.05.30,매도,외화증권매도,알리바바 그룹 홀딩 ADR,5,116,584,584,30,0,0,0,2025.05.30
2025.05.30,매도,외화증권매도,알리바바 그룹 홀딩 ADR,10,117,1170,1170,20,0,0,0,2025.05.30
2025.05.30,매도,외화증권매도,알리바바 그룹 홀딩 ADR,20,116,2337,2337,0,0,0,0,2025.05.30
2025.05.30,매도,외화증권매도,메타,1,646,646,646,5,0,0,0,2025.05.30
2025.05.30,매도,외화증권매도,메타,5,645,3229,3229,0,0,0,0,2025.05.30
2025.05.30,매도,외화증권매도,팔란티어 테크놀로지스,5,124,623,623,45,0,0,0,2025.05.30
2025.05.30,매수,외화증권매수,스포티파이 테크놀러지,2,658,1316,1316,7,0,0,0,2025.05.30
2025.05.30,매수,외화증권매수,아처 에비에이션,12,10,131,131,312,0,0,0,2025.05.30
2025.05.30,매수,외화증권매수,코어위브,1,118,118,118,29,0,0,0,2025.05.30
2025.05.30,매수,외화증권매수,코어위브,6,117,706,706,35,0,0,0,2025.05.30
2025.05.30,매수,외화증권매수,엔비디아,3,136,408,408,58,0,0,0,2025.05.30
2025.05.30,매수,외화증권매수,엔비디아,4,135,543,543,62,0,0,0,2025.05.30
2025.05.30,매수,외화증권매수,엔비디아,4,135,543,543,66,0,0,0,2025.05.30
2025.05.30,매수,외화증권매수,엔비디아,5,135,679,679,71,0,0,0,2025.05.30
2025.05.30,매수,외화증권매수,엔비디아,9,135,1223,1223,80,0,0,0,2025.05.30
2025.05.30,매수,외화증권매수,팔란티어 테크놀로지스,5,124,623,623,50,0,0,0,2025.05.30
2025.05.30,매수,외화증권매수,팔란티어 테크놀로지스,9,125,1126,1126,59,0,0,0,2025.05.30
2025.05.30,매수,외화증권매수,템퍼스 AI,20,53,1078,1078,70,0,0,0,2025.05.30
2025.05.30,매수,외화증권매수,테슬라,9,361,3253,3253,29,0,0,0,2025.05.30
2025.06.04,매도,외화증권매도,엔비디아,10,138,1385,1385,70,0,0,0,2025.06.04
2025.06.04,매도,외화증권매도,테슬라,14,356,4988,4988,15,0,0,0,2025.06.04
2025.06.04,매도,외화증권매도,테슬라,15,354,5319,5319,0,0,0,0,2025.06.04
2025.06.04,매도,외화증권매도,TRADR 테슬라 -2배 ETF,50,17,886,886,-50,0,0,0,2025.06.04
2025.06.04,매도,외화증권매도,TRADR 테슬라 -2배 ETF,50,18,902,902,-100,0,0,0,2025.06.04
2025.06.04,매도,외화증권매도,TRADR 테슬라 -2배 ETF,75,18,1357,1357,-175,0,0,0,2025.06.04
2025.06.04,매도,외화증권매도,엔비디아,5,137,687,687,65,0,0,0,2025.06.04
2025.06.04,매도,외화증권매도,템퍼스 AI,5,64,324,324,65,0,0,0,2025.06.04
2025.06.04,매도,외화증권매도,템퍼스 AI,10,58,583,583,55,0,0,0,2025.06.04
2025.06.04,매수,외화증권매수,TRADR 테슬라 -2배 ETF,225,16,3675,3675,50,0,0,0,2025.06.04
2025.06.04,매수,외화증권매수,TRADR 테슬라 -2배 ETF,250,16,4062,4062,300,0,0,0,2025.06.04
2025.06.04,매수,외화증권매수,아처 에비에이션,18,9,176,176,330,0,0,0,2025.06.04
2025.06.04,매수,외화증권매수,아처 에비에이션,20,9,196,196,350,0,0,0,2025.06.04
2025.06.04,매수,외화증권매수,엔비디아,5,136,682,682,70,0,0,0,2025.06.04
2025.06.04,매수,외화증권매수,테슬라,2,336,672,672,2,0,0,0,2025.06.04
2025.06.04,매수,외화증권매수,테슬라,2,336,672,672,4,0,0,0,2025.06.04
2025.06.04,매수,외화증권매수,유나이티드헬스 그룹,5,304,1520,1520,5,0,0,0,2025.06.04
2025.06.05,매도,외화증권매도,오클로,2,56,112,112,-2,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,오클로,5,55,278,278,-7,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,오클로,8,56,448,448,-15,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,오클로,13,55,721,721,-28,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,아처 에비에이션,60,9,588,588,290,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,빅베어 AI 홀딩스,400,3,1584,1584,-400,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,코어위브,2,131,263,263,33,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,코어위브,3,131,394,394,30,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,코어위브,5,124,621,621,25,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,코어위브,5,126,632,632,20,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,코어위브,5,131,656,656,15,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,코어위브,5,132,664,664,10,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,코어위브,5,140,703,703,5,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,TRADR 테슬라 -2배 ETF,50,16,849,849,250,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,TRADR 테슬라 -2배 ETF,50,17,856,856,200,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,TRADR 테슬라 -2배 ETF,200,16,3264,3264,0,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,일라이 릴리,2,750,1500,1500,-2,0,0,0,2025.06.05
2025.06.05,매도,외화증권매도,엔비디아,10,141,1417,1417,60,0,0,0,2025.06.05
