실거래일자,거래유형,상세내용,종목명,수량,단가,거래금액,정산금액,잔고,예수금잔액,수수료,세금,거래일자
2025.09.19,매도,외화증권매도,소파이 테크놀로지스,30,26,809,809,0,0,0,0,2025.09.19
2025.09.19,매수,외화증권매수,셀레스티카,3,242,728,728,3,0,0,0,2025.09.19
2025.09.19,매수,외화증권매수,알파벳 Class C,1,250,250,250,10,0,0,0,2025.09.19
2025.09.19,매수,외화증권매수,브로드컴,1,346,346,346,6,0,0,0,2025.09.19
2025.09.19,매수,외화증권매수,브로드컴,1,348,348,348,7,0,0,0,2025.09.19
2025.09.19,매수,외화증권매수,센트러스 에너지,2,225,451,451,11,0,0,0,2025.09.19
2025.09.19,매수,외화증권매수,엔비디아,5,169,847,847,115,0,0,0,2025.09.19
2025.09.19,매수,외화증권매수,TSMC(타이완반도체제조),2,263,527,527,10,0,0,0,2025.09.19
2025.09.19,매수,외화증권매수,샤오펑 ADR,100,21,2172,2172,100,0,0,0,2025.09.19
2025.09.22,매도,외화증권매도,미국 국채 3개월물 ETF,70,49,3495,3495,0,0,0,0,2025.09.22
2025.09.22,매도,외화증권매도,SPDR 금융 ETF,2,54,108,108,98,0,0,0,2025.09.22
2025.09.22,매수,외화증권매수,알파벳 Class C,1,252,252,252,11,0,0,0,2025.09.22
2025.09.22,매수,외화증권매수,알파벳 Class C,2,252,505,505,13,0,0,0,2025.09.22
2025.09.22,매수,외화증권매수,알파벳 Class C,3,252,758,758,16,0,0,0,2025.09.22
2025.09.22,매수,외화증권매수,브로드컴,1,350,350,350,8,0,0,0,2025.09.22
2025.09.22,매수,외화증권매수,브로드컴,2,350,701,701,10,0,0,0,2025.09.22
2025.09.22,매수,외화증권매수,브로드컴,2,350,701,701,12,0,0,0,2025.09.22
2025.09.22,매수,외화증권매수,센트러스 에너지,1,236,236,236,12,0,0,0,2025.09.22
2025.09.22,매수,외화증권매수,센트러스 에너지,3,235,707,707,15,0,0,0,2025.09.22
2025.09.22,매수,외화증권매수,MP 머터리얼즈,5,68,342,342,40,0,0,0,2025.09.22
2025.09.22,매수,외화증권매수,MP 머터리얼즈,10,68,686,686,50,0,0,0,2025.09.22
2025.09.22,매수,외화증권매수,TSMC(타이완반도체제조),1,255,255,255,11,0,0,0,2025.09.22
2025.09.22,매수,외화증권매수,TSMC(타이완반도체제조),2,256,513,513,13,0,0,0,2025.09.22
2025.09.22,매수,외화증권매수,TSMC(타이완반도체제조),3,255,767,767,16,0,0,0,2025.09.22
2025.09.22,환전,통합증거금결제금생성(외화),,0,0,140882,100,0,54817,0,0,2025.09.22
2025.09.24,매도,외화증권매도,센트러스 에너지,1,295,295,295,14,0,0,0,2025.09.24
2025.09.24,매도,외화증권매도,센트러스 에너지,2,283,567,567,12,0,0,0,2025.09.24
2025.09.24,매도,외화증권매도,센트러스 에너지,2,297,595,595,10,0,0,0,2025.09.24
2025.09.24,매도,외화증권매도,힘스 & 허즈,3,56,170,170,12,0,0,0,2025.09.24
2025.09.24,매도,외화증권매도,힘스 & 허즈,12,56,680,680,0,0,0,0,2025.09.24
2025.09.24,매도,외화증권매도,마이크로소프트,2,514,1028,1028,10,0,0,0,2025.09.24
2025.09.24,매도,외화증권매도,SPDR 금융 ETF,8,53,430,430,90,0,0,0,2025.09.24
2025.09.24,매수,외화증권매수,알파벳 Class C,4,254,1016,1016,20,0,0,0,2025.09.24
2025.09.24,매수,외화증권매수,미국 국채 3개월물 ETF,25,49,1249,1249,25,0,0,0,2025.09.24
2025.09.24,매수,외화증권매수,TSMC(타이완반도체제조),2,266,532,532,18,0,0,0,2025.09.24
2025.09.24,매수,외화증권매수,샤오펑 ADR,21,21,452,452,121,0,0,0,2025.09.24
2025.09.24,매수,외화증권매수,샤오펑 ADR,25,21,538,538,146,0,0,0,2025.09.24
2025.09.24,환전,통합증거금결제금생성(외화),,0,0,30295,21,0,24522,0,0,2025.09.24
2025.09.25,입금,외화배당금입금,SPDR 금융 ETF,0,0,14,14,0,0,0,0,2025.09.25
2025.09.25,매도,외화증권매도,미국 국채 3개월물 ETF,15,49,749,749,10,0,0,0,2025.09.25
2025.09.25,매수,외화증권매수,레딧,3,240,722,722,6,0,0,0,2025.09.25
2025.09.26,매도,외화증권매도,미국 국채 3개월물 ETF,10,49,499,499,0,0,0,0,2025.09.26
2025.09.26,매수,외화증권매수,크레도 테크놀로지 그룹 홀딩,3,147,443,443,8,0,0,0,2025.09.26
2025.09.29,매도,외화증권매도,MP 머터리얼즈,5,79,397,397,45,0,0,0,2025.09.29
2025.09.29,매도,외화증권매도,SPDR 금융 ETF,2,53,106,106,88,0,0,0,2025.09.29
2025.09.29,매도,외화증권매도,SPDR 금융 ETF,10,53,534,534,78,0,0,0,2025.09.29
2025.09.29,매수,외화증권매수,셀레스티카,2,242,485,485,5,0,0,0,2025.09.29
2025.09.29,매수,외화증권매수,TSMC(타이완반도체제조),2,275,550,550,20,0,0,0,2025.09.29
2025.09.29,매수,외화증권매수,샤오펑 ADR,4,22,90,90,150,0,0,0,2025.09.29
2025.09.29,입금,외화배당금입금,메타,0,0,3,3,0,0,0,0,2025.09.29
2025.09.30,입금,외화배당금입금,브로드컴,0,0,6,6,0,0,0,0,2025.09.30
2025.10.01,매도,외화증권매도,셀레스티카,5,246,1230,1230,0,0,0,0,2025.10.01
2025.10.01,매도,외화증권매도,레딧,2,243,486,486,4,0,0,0,2025.10.01
2025.10.01,매도,외화증권매도,레딧,2,243,487,487,2,0,0,0,2025.10.01
2025.10.01,매도,외화증권매도,레딧,2,243,487,487,0,0,0,0,2025.10.01
2025.10.01,매수,외화증권매수,크레도 테크놀로지 그룹 홀딩,2,147,294,294,10,0,0,0,2025.10.01
2025.10.01,매수,외화증권매수,알리바바 그룹 홀딩 ADR,4,177,710,710,4,0,0,0,2025.10.01
2025.10.01,매수,외화증권매수,브로드컴,3,337,1011,1011,15,0,0,0,2025.10.01
2025.10.02,매수,외화증권매수,MP 머터리얼즈,5,66,334,334,50,0,0,0,2025.10.02
2025.10.03,매도,외화증권매도,크레도 테크놀로지 그룹 홀딩,10,142,1427,1427,0,0,0,0,2025.10.04
2025.10.03,매도,외화증권매도,SPDR 금융 ETF,38,53,2031,2031,40,0,0,0,2025.10.04
2025.10.03,매도,외화증권매도,SPDR 금융 ETF,40,53,2137,2137,0,0,0,0,2025.10.04
2025.10.03,매수,외화증권매수,이튼,5,373,1865,1865,15,0,0,0,2025.10.04
2025.10.03,매수,외화증권매수,디렉시온 메타 2배 ETF,15,40,613,613,15,0,0,0,2025.10.04
2025.10.03,매수,외화증권매수,디렉시온 메타 2배 ETF,35,40,1431,1431,50,0,0,0,2025.10.04
2025.10.03,매수,외화증권매수,MP 머터리얼즈,10,67,677,677,60,0,0,0,2025.10.04
2025.10.03,매수,외화증권매수,MP 머터리얼즈,10,67,677,677,70,0,0,0,2025.10.04
2025.10.03,매수,외화증권매수,MP 머터리얼즈,10,67,677,677,80,0,0,0,2025.10.04
2025.10.03,입금,외화배당금입금,엔비디아,0,0,1,1,0,0,0,0,2025.10.04
2025.10.06,매도,외화증권매도,메타,8,722,5780,5780,0,0,0,0,2025.10.10
2025.10.06,매수,외화증권매수,디렉시온 메타 2배 ETF,140,41,5790,5790,190,0,0,0,2025.10.10
2025.10.08,매도,외화증권매도,알파벳 Class C,10,247,2479,2479,10,0,0,0,2025.10.10
2025.10.08,매도,외화증권매도,브로드컴,2,340,680,680,13,0,0,0,2025.10.10
2025.10.08,매도,외화증권매도,브로드컴,5,340,1703,1703,8,0,0,0,2025.10.10
2025.10.08,매도,외화증권매도,마이크로소프트,5,521,2609,2609,5,0,0,0,2025.10.10
2025.10.08,매도,외화증권매도,엔비디아,35,185,6500,6500,80,0,0,0,2025.10.10
2025.10.08,매수,외화증권매수,디렉시온 브로드컴 2배 ETF,12,55,668,668,12,0,0,0,2025.10.10
2025.10.08,매수,외화증권매수,디렉시온 브로드컴 2배 ETF,30,55,1672,1672,42,0,0,0,2025.10.10
2025.10.08,매수,외화증권매수,디렉시온 엔비디아 2배 ETF,50,129,6482,6482,50,0,0,0,2025.10.10
2025.10.08,매수,외화증권매수,디렉시온 알파벳 A 2배 ETF,38,65,2474,2474,38,0,0,0,2025.10.10
2025.10.08,매수,외화증권매수,디렉시온 마이크로소프트 2배 ETF,50,52,2643,2643,50,0,0,0,2025.10.10
2025.10.12,입금,예탁금이용료,,0,0,3215,2725,0,27247,0,490,2025.10.13
2025.10.13,입금,외화배당금입금,TSMC(타이완반도체제조),0,0,5,5,0,0,0,0,2025.10.13
2025.10.15,입금,이체입금,,0,0,9800000,9800000,0,9827247,0,0,2025.10.15
2025.10.15,입금,이체입금,,0,0,3000000,3000000,0,12827247,0,0,2025.10.15
2025.10.15,매수,외화증권매수,레버리지셰어즈 TSMC 3배 ETP,159,9,1510,1511,159,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,알파벳 Class C,2,239,479,479,8,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,브로드컴,1,335,335,335,7,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,브로드컴,2,336,673,673,5,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,제이피모간체이스,2,303,607,607,10,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,알리바바 그룹 홀딩 ADR,12,166,1992,1992,-8,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,디렉시온 엔비디아 2배 ETF,1,132,132,132,49,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,디렉시온 엔비디아 2배 ETF,3,132,398,398,46,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,제이피모간체이스,10,304,3049,3049,0,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,MP 머터리얼즈,2,85,171,171,78,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,MP 머터리얼즈,3,85,256,256,75,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,MP 머터리얼즈,5,84,424,424,70,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,마이크로소프트,5,517,2586,2586,0,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,엔비디아,10,189,1892,1892,70,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,엔비디아,10,189,1892,1892,60,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,팔란티어 테크놀로지스,10,180,1800,1800,80,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,팔란티어 테크놀로지스,20,179,3592,3592,60,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,로빈후드,5,144,721,721,45,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,서브 로보틱스,75,15,1185,1185,-75,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,TSMC(타이완반도체제조),5,294,1473,1473,15,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,테슬라,4,422,1691,1691,-4,0,0,0,2025.10.15
2025.10.15,매도,외화증권매도,샤오펑 ADR,20,21,431,431,130,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,알리바바 그룹 홀딩 ADR,3,162,488,488,-5,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,디렉시온 브로드컴 2배 ETF,8,53,430,430,50,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,디렉시온 브로드컴 2배 ETF,13,54,706,706,63,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,디렉시온 알파벳 A 2배 ETF,8,60,486,486,46,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,알리바바 그룹 홀딩 ADR,5,167,835,835,0,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,알파벳 Class C,2,240,481,481,10,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,알파벳 Class C,2,241,483,483,12,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,브로드컴,5,335,1679,1679,10,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,센트러스 에너지,1,410,410,410,11,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,센트러스 에너지,1,412,412,412,12,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,디렉시온 테슬라 2배 ETF,153,18,2877,2877,153,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,디렉시온 팔란티어 2배 ETF,38,97,3705,3705,38,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,디렉시온 엔비디아 2배 ETF,14,133,1875,1875,60,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,디렉시온 마이크로소프트 2배 ETF,49,51,2536,2536,99,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,그래닛셰어즈 알리바바 데일리 1.75배 ETF,41,48,1981,1981,41,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,엔비디아,10,189,1893,1893,70,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,서브 로보틱스,8,16,132,132,-67,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,서브 로보틱스,27,16,433,433,-40,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,서브 로보틱스,48,16,768,768,8,0,0,0,2025.10.15
2025.10.15,매수,외화증권매수,테슬라,4,425,1701,1701,0,0,0,0,2025.10.15
2025.10.16,매도,외화증권매도,디렉시온 테슬라 2배 ETF,3,19,57,57,150,0,0,0,2025.10.16
2025.10.16,매도,외화증권매도,디렉시온 팔란티어 2배 ETF,3,97,292,292,35,0,0,0,2025.10.16
2025.10.16,매도,외화증권매도,디렉시온 브로드컴 2배 ETF,3,56,170,170,60,0,0,0,2025.10.16
2025.10.16,매도,외화증권매도,디렉시온 알파벳 A 2배 ETF,6,63,382,382,40,0,0,0,2025.10.16
2025.10.16,매도,외화증권매도,EQT,1,53,53,53,-1,0,0,0,2025.10.16
2025.10.16,매도,외화증권매도,EQT,2,53,107,107,-3,0,0,0,2025.10.16
2025.10.16,매도,외화증권매도,EQT,3,53,159,159,-6,0,0,0,2025.10.16
2025.10.16,매도,외화증권매도,엔비디아,1,181,181,181,69,0,0,0,2025.10.16
2025.10.16,매도,외화증권매도,엔비디아,9,181,1632,1632,60,0,0,0,2025.10.16
2025.10.16,매도,외화증권매도,미국 국채 3개월물 ETF,69,49,3444,3444,-69,0,0,0,2025.10.16
2025.10.16,매도,외화증권매도,로빈후드,45,139,6267,6267,0,0,0,0,2025.10.16
2025.10.16,매도,외화증권매도,TSMC(타이완반도체제조),5,300,1504,1504,10,0,0,0,2025.10.16
2025.10.16,매수,외화증권매수,이튼,5,378,1891,1891,20,0,0,0,2025.10.16
2025.10.16,매수,외화증권매수,스포티파이 테크놀러지,2,687,1375,1375,10,0,0,0,2025.10.16
2025.10.16,매수,외화증권매수,센트러스 에너지,1,401,401,401,13,0,0,0,2025.10.16
2025.10.16,매수,외화증권매수,센트러스 에너지,1,401,401,401,14,0,0,0,2025.10.16
2025.10.16,매수,외화증권매수,센트러스 에너지,1,401,401,401,15,0,0,0,2025.10.16
2025.10.16,매수,외화증권매수,디렉시온 타이완반도체 2배 ETF,28,53,1494,1494,28,0,0,0,2025.10.16
2025.10.16,매수,외화증권매수,디렉시온 엔비디아 2배 ETF,14,123,1722,1722,74,0,0,0,2025.10.16
2025.10.16,매수,외화증권매수,디렉시온 마이크로소프트 2배 ETF,21,50,1069,1069,120,0,0,0,2025.10.16
2025.10.16,매수,외화증권매수,디렉시온 마이크로소프트 2배 ETF,59,50,3006,3006,179,0,0,0,2025.10.16
2025.10.16,매수,외화증권매수,EQT,66,52,3454,3454,60,0,0,0,2025.10.16
2025.10.16,매수,외화증권매수,그래닛셰어즈 알리바바 데일리 1.75배 ETF,19,48,918,918,60,0,0,0,2025.10.16
2025.10.16,매수,외화증권매수,미국 국채 3개월물 ETF,69,49,3444,3444,0,0,0,0,2025.10.16
2025.10.16,매수,외화증권매수,서브 로보틱스,192,16,3086,3086,200,0,0,0,2025.10.16
2025.10.16,환전,통합증거금결제금생성(외화),,0,0,11963832,8415,0,863415,0,0,2025.10.16
2025.10.16,입금,이체입금,,0,0,7000000,7000000,0,7863415,0,0,2025.10.16
2025.10.17,매도,외화증권매도,레버리지셰어즈 TSMC 3배 ETP,159,10,1686,1685,0,0,0,0,2025.10.17
2025.10.17,매도,외화증권매도,엔비디아,5,180,904,904,55,0,0,0,2025.10.17
2025.10.17,매도,외화증권매도,엔비디아,10,185,1850,1850,45,0,0,0,2025.10.17
2025.10.17,매도,외화증권매도,팔란티어 테크놀로지스,10,179,1799,1799,50,0,0,0,2025.10.17
2025.10.17,매수,외화증권매수,디렉시온 팔란티어 2배 ETF,19,97,1853,1853,54,0,0,0,2025.10.17
2025.10.17,매수,외화증권매수,디렉시온 타이완반도체 2배 ETF,22,56,1232,1232,50,0,0,0,2025.10.17
2025.10.17,매수,외화증권매수,디렉시온 메타 2배 ETF,1,39,39,39,191,0,0,0,2025.10.17
2025.10.17,매수,외화증권매수,디렉시온 엔비디아 2배 ETF,7,121,852,852,81,0,0,0,2025.10.17
2025.10.17,매수,외화증권매수,디렉시온 엔비디아 2배 ETF,10,127,1275,1275,91,0,0,0,2025.10.17
2025.10.17,매수,외화증권매수,디렉시온 마이크로소프트 2배 ETF,1,51,51,51,180,0,0,0,2025.10.17
2025.10.17,매수,외화증권매수,서브 로보틱스,50,17,854,854,250,0,0,0,2025.10.17
2025.10.20,매도,외화증권매도,이튼,2,376,753,753,18,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,알파벳 Class C,12,254,3059,3059,0,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,디렉시온 팔란티어 2배 ETF,10,97,971,971,44,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,디렉시온 타이완반도체 2배 ETF,8,53,424,424,42,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,디렉시온 마이크로소프트 2배 ETF,30,51,1530,1530,150,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,엔비디아,5,182,910,910,40,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,엔비디아,40,182,7297,7297,0,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,팔란티어 테크놀로지스,10,179,1793,1793,40,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,팔란티어 테크놀로지스,20,182,3642,3642,20,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,서브 로보틱스,200,16,3366,3366,50,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,TSMC(타이완반도체제조),2,300,601,601,8,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,TSMC(타이완반도체제조),3,300,902,902,5,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,TSMC(타이완반도체제조),5,299,1498,1498,0,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,샤오펑 ADR,10,21,213,213,120,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,샤오펑 ADR,10,21,214,214,110,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,샤오펑 ADR,30,21,639,639,80,0,0,0,2025.10.20
2025.10.20,매도,외화증권매도,샤오펑 ADR,110,21,2349,2349,-30,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 테슬라 2배 ETF,40,19,793,793,190,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 팔란티어 2배 ETF,36,99,3598,3598,80,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 타이완반도체 2배 ETF,1,53,53,53,43,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 타이완반도체 2배 ETF,11,53,588,588,54,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 타이완반도체 2배 ETF,16,53,855,855,70,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 메타 2배 ETF,1,40,40,40,192,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 엔비디아 2배 ETF,10,123,1231,1231,101,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 엔비디아 2배 ETF,11,123,1360,1360,112,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 엔비디아 2배 ETF,12,122,1475,1475,124,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 엔비디아 2배 ETF,21,122,2582,2582,145,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 엔비디아 2배 ETF,27,124,3355,3355,172,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 엔비디아 2배 ETF,59,124,7316,7316,231,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 알파벳 A 2배 ETF,10,67,675,675,50,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 알파벳 A 2배 ETF,12,68,823,823,62,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,디렉시온 알파벳 A 2배 ETF,44,68,3021,3021,106,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,그래닛셰어즈 알리바바 데일리 1.75배 ETF,4,48,193,193,64,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,그래닛셰어즈 알리바바 데일리 1.75배 ETF,10,48,485,485,74,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,서브 로보틱스,150,17,2697,2697,200,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,테슬라,1,431,431,431,1,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,테슬라,3,432,1296,1296,4,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,테슬라,4,431,1724,1724,8,0,0,0,2025.10.20
2025.10.20,매수,외화증권매수,샤오펑 ADR,30,21,640,640,0,0,0,0,2025.10.20
2025.10.20,환전,통합증거금결제금생성(외화),,0,0,7099295,4991,0,764120,0,0,2025.10.20
2025.10.22,매도,외화증권매도,이튼,3,378,1134,1134,15,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,스포티파이 테크놀러지,3,675,2026,2026,7,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,스포티파이 테크놀러지,5,674,3370,3370,2,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,브로드컴,2,349,698,698,8,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 테슬라 2배 ETF,20,20,412,412,170,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 테슬라 2배 ETF,30,20,616,616,140,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 테슬라 2배 ETF,40,20,823,823,100,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 테슬라 2배 ETF,100,20,2066,2066,0,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 팔란티어 2배 ETF,10,99,994,994,70,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 팔란티어 2배 ETF,30,99,2977,2977,40,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 타이완반도체 2배 ETF,1,53,53,53,69,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 타이완반도체 2배 ETF,6,53,320,320,63,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 타이완반도체 2배 ETF,10,53,532,532,53,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 브로드컴 2배 ETF,30,58,1755,1755,30,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 브로드컴 2배 ETF,30,59,1786,1786,0,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 메타 2배 ETF,10,41,416,416,182,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 메타 2배 ETF,12,41,492,492,170,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 알파벳 A 2배 ETF,6,68,411,411,100,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,디렉시온 마이크로소프트 2배 ETF,10,51,515,515,140,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,EQT,10,55,554,554,50,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,EQT,50,55,2775,2775,0,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,그래닛셰어즈 알리바바 데일리 1.75배 ETF,74,48,3559,3559,0,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,미국 국채 3개월물 ETF,60,49,2996,2996,-60,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,서브 로보틱스,50,14,736,736,150,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,테슬라,1,446,446,446,7,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,테슬라,2,444,888,888,5,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,SPDR 금 미니셰어즈 ETF,8,85,683,683,-8,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,SPDR 금 미니셰어즈 ETF,28,86,2409,2409,-36,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,샤오펑 ADR,20,21,429,429,-20,0,0,0,2025.10.22
2025.10.22,매도,외화증권매도,샤오펑 ADR,198,21,4169,4169,-218,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,스포티파이 테크놀러지,3,675,2025,2025,5,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,알리바바 그룹 홀딩 ADR,10,166,1663,1663,10,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,알리바바 그룹 홀딩 ADR,20,166,3322,3322,30,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,브로드컴,1,350,350,350,9,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,브로드컴,4,350,1403,1403,13,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,브로드컴,5,355,1779,1779,18,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,EQT,19,56,1080,1080,19,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,EQT,37,56,2105,2105,56,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,팔란티어 테크놀로지스,10,181,1815,1815,30,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,팔란티어 테크놀로지스,10,181,1818,1818,40,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,미국 국채 3개월물 ETF,60,49,2996,2996,0,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,서브 로보틱스,30,14,447,447,180,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,서브 로보틱스,50,14,729,729,230,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,TSMC(타이완반도체제조),2,300,601,601,2,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,TSMC(타이완반도체제조),3,301,903,903,5,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,TSMC(타이완반도체제조),10,300,3009,3009,15,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,테슬라,1,445,445,445,6,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,테슬라,1,446,446,446,7,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,테슬라,1,446,446,446,8,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,테슬라,2,443,887,887,10,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,테슬라,2,444,888,888,12,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,테슬라,2,446,892,892,14,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,SPDR 금 미니셰어즈 ETF,1,85,85,85,-35,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,SPDR 금 미니셰어즈 ETF,2,85,170,170,-33,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,SPDR 금 미니셰어즈 ETF,6,85,512,512,-27,0,0,0,2025.10.22
2025.10.22,매수,외화증권매수,SPDR 금 미니셰어즈 ETF,10,85,852,852,-17,0,0,0,2025.10.22
